StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_sue_AV_1,vB_sue_AV_1,defective_AV_1,negligence_AV_1,counterfactual_AV_1,capability_AV_1,fault_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_sue_1,defective_1,negligence_1,counterfactual_1,capability_1,fault_1,superhuman_1,comp1,comp_accident,punish_1_1,punish_2_1,punish_3_1,punish_4_1,punish_5_1,punish_6_1,punish_7_1,punish_8_1,punish_9_1,punish_10_1,punish_11_1,punish_12_1,punish_13_1,punish_14_1,punish_15_1,ai_familiarity_1,liab_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,scales_DO
2022-05-23 12:16:24,2022-05-23 12:19:23,0,174.103.176.18,100,178,1,2022-05-23 12:19:23,R_2azB44RgKZgycBc,,,,,43.0818,-87.892,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,14.782,0,0,0,11.731,0,100,11,10,0,0,0,80,50,,1,23,9,0,0,100,0,100,50,0,50,0,30,50,8,30,50,50,1,,36,1,,FL_40,,,Q90|vA_sue|vB_sue|defective|negligence,Q71|capability|counterfactual|fault,Q117|punish_7|punish_13|punish_12|punish_5|punish_8|punish_2|punish_3|punish_4|punish_15|punish_9|punish_6|punish_11|punish_10|punish_14|punish_1
2022-05-23 12:16:42,2022-05-23 12:20:20,0,174.20.67.171,100,217,1,2022-05-23 12:20:20,R_2aL89j3wLhJfcpe,,,,,44.9354,-93.1694,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,1.609,11.911,12.797,2,0,0,11.051,0,94,13,96,15,24,50,50,94,,1,50,90,26,0,94,27,76,30,23,33,38,0,32,34,11,10,6,1,,54,4,,FL_40,,,Q90|defective|negligence|vA_sue|vB_sue,Q71|capability|fault|counterfactual,Q117|punish_7|punish_12|punish_2|punish_1|punish_13|punish_10|punish_15|punish_14|punish_9|punish_5|punish_11|punish_4|punish_8|punish_6|punish_3
2022-05-23 12:16:17,2022-05-23 12:20:28,0,174.60.237.29,100,251,1,2022-05-23 12:20:28,R_3Eb9fPbBmNVFjfK,,,,,41.39,-75.6636,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,14.31,14.31,16.064,1,0,0,11.325,0,91,28,22,10,30,24,13,75,1,1,82,95,35,97,86,25,50,60,50,60,82,50,69,20,50,14,15,2,,44,2,,FL_40,,,Q90|vA_sue|vB_sue|defective|negligence,Q71|counterfactual|capability|fault,Q117|punish_9|punish_13|punish_15|punish_4|punish_1|punish_11|punish_14|punish_3|punish_2|punish_12|punish_10|punish_8|punish_5|punish_7|punish_6
2022-05-23 12:15:46,2022-05-23 12:20:30,0,47.204.50.205,100,283,1,2022-05-23 12:20:30,R_3g6p7W1aYxLqzHA,,,,,28.3102,-81.6676,anonymous,EN,1,2,2,0,0,14.236,0,0,0,11.156,0,100,0,0,0,6,15,60,,,,,,,,,,,,,,,,55,1,1,61,63,29,8,100,0,92,40,8,40,33,9,60,64,4,8,60,2,,31,5,,FL_39,Q116|defective_AV|negligence_AV|vB_sue_AV|vA_sue_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_3|punish_15|punish_8|punish_14|punish_9|punish_2|punish_7|punish_13|punish_11|punish_5|punish_4|punish_10|punish_6|punish_12|punish_1
2022-05-23 12:17:22,2022-05-23 12:20:30,0,73.113.157.149,100,188,1,2022-05-23 12:20:31,R_BEQeDVKSIxDWknv,,,,,35.8974,-83.9425,anonymous,EN,1,2,2,0,0,11.011,0,0,0,12.896,0,42,61,60,50,64,60,60,,,,,,,,,,,,,,,,87,1,1,50,48,35,42,70,34,50,42,60,79,38,62,49,50,50,50,29,1,,24,3,,FL_39,Q116|vA_sue_AV|vB_sue_AV|negligence_AV|defective_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,,Q117|punish_2|punish_1|punish_9|punish_11|punish_4|punish_12|punish_10|punish_8|punish_3|punish_13|punish_5|punish_6|punish_14|punish_7|punish_15
2022-05-23 12:17:04,2022-05-23 12:21:19,0,64.217.149.212,100,254,1,2022-05-23 12:21:19,R_3P78E0r3XIMLpa2,,,,,34.0014,-84.0144,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,12.361,14.372,16.846,7,0,0,11.1,0,100,0,0,0,100,0,50,68,,1,0,0,0,0,64,69,100,29,0,50,100,0,39,73,0,25,28,1,,29,3,,FL_40,,,Q90|negligence|vA_sue|vB_sue|defective,Q71|capability|counterfactual|fault,Q117|punish_1|punish_7|punish_11|punish_9|punish_2|punish_14|punish_10|punish_12|punish_8|punish_6|punish_13|punish_3|punish_4|punish_15|punish_5
2022-05-23 12:16:35,2022-05-23 12:21:22,0,24.144.173.126,100,287,1,2022-05-23 12:21:23,R_1NEUhY5PNRZ52za,,,,,41.1607,-80.0841,anonymous,EN,1,2,2,0,0,18.025,0,10.955,10.955,11.27,1,54,40,37,0,24,22,29,,,,,,,,,,,,,,,,80,1,1,0,6,0,0,100,0,55,25,0,0,12,4,65,15,0,0,0,2,,31,3,,FL_39,Q116|defective_AV|vB_sue_AV|vA_sue_AV|negligence_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_2|punish_13|punish_14|punish_7|punish_9|punish_8|punish_1|punish_5|punish_4|punish_15|punish_6|punish_11|punish_12|punish_3|punish_10
2022-05-23 12:16:54,2022-05-23 12:21:30,0,67.140.128.223,100,276,1,2022-05-23 12:21:31,R_110yjVbmXYfP1dv,,,,,37.6875,-85.8747,anonymous,EN,1,2,2,0,0,15.948,0,0,0,14.537,0,100,0,0,0,0,0,60,,,,,,,,,,,,,,,,65,1,1,0,10,0,0,90,30,100,0,0,0,40,15,90,70,0,15,0,2,,27,4,,FL_39,Q116|defective_AV|vA_sue_AV|vB_sue_AV|negligence_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,,Q117|punish_1|punish_7|punish_11|punish_10|punish_4|punish_3|punish_9|punish_8|punish_15|punish_14|punish_6|punish_5|punish_12|punish_13|punish_2
2022-05-23 12:16:57,2022-05-23 12:21:45,0,104.176.26.78,100,288,1,2022-05-23 12:21:46,R_UFmBmSyy7hksTDP,,,,,33.8992,-84.8572,anonymous,EN,1,2,2,0,0,18.123,0,0,0,13.009,0,60,90,80,60,100,100,100,,,,,,,,,,,,,,,,100,1,1,10,5,0,15,50,0,50,0,0,0,25,40,50,20,0,10,0,2,,29,4,,FL_39,Q116|vA_sue_AV|negligence_AV|defective_AV|vB_sue_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,,Q117|punish_3|punish_13|punish_1|punish_11|punish_14|punish_2|punish_5|punish_4|punish_6|punish_12|punish_9|punish_15|punish_10|punish_7|punish_8
2022-05-23 12:16:03,2022-05-23 12:21:47,0,147.134.99.114,100,344,1,2022-05-23 12:21:47,R_2uqyxazgjDIfais,,,,,41.263,-95.9623,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,15.244,0,0,0,14.39,0,100,0,0,0,0,50,50,95,,1,20,50,15,0,50,25,50,0,0,10,0,5,50,50,25,50,50,1,,29,5,,FL_40,,,Q90|defective|vB_sue|negligence|vA_sue,Q71|fault|capability|counterfactual,Q117|punish_10|punish_14|punish_6|punish_5|punish_13|punish_12|punish_3|punish_8|punish_1|punish_2|punish_7|punish_11|punish_9|punish_4|punish_15
2022-05-23 12:17:22,2022-05-23 12:21:50,0,167.248.5.236,100,267,1,2022-05-23 12:21:50,R_b2u58dCKdm1N5qp,,,,,40.7597,-96.6542,anonymous,EN,1,2,2,0,0,20.402,0,0,0,11.547,0,80,21,15,18,30,20,78,,,,,,,,,,,,,,,,80,1,1,40,70,40,14,90,45,80,40,25,65,55,40,40,65,35,54,58,1,,37,3,,FL_39,Q116|vB_sue_AV|vA_sue_AV|negligence_AV|defective_AV,Q122|fault_AV|counterfactual_AV|capability_AV,,,Q117|punish_4|punish_14|punish_9|punish_1|punish_3|punish_8|punish_10|punish_5|punish_7|punish_2|punish_11|punish_12|punish_15|punish_13|punish_6
2022-05-23 12:15:52,2022-05-23 12:21:52,0,97.123.170.134,100,359,1,2022-05-23 12:21:53,R_1G2OJPv4EzR7NgB,,,,,35.2003,-106.6417,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,7.147,21.804,24.728,2,0,0,15.874,0,92,0,0,0,9,60,80,92,,1,10,30,40,0,70,70,30,23,30,20,60,0,30,30,5,13,13,1,,36,3,,FL_40,,,Q90|negligence|vB_sue|defective|vA_sue,Q71|fault|capability|counterfactual,Q117|punish_5|punish_10|punish_14|punish_6|punish_7|punish_12|punish_11|punish_3|punish_9|punish_1|punish_2|punish_13|punish_4|punish_8|punish_15
2022-05-23 12:16:36,2022-05-23 12:21:54,0,198.210.79.111,100,317,1,2022-05-23 12:21:54,R_2xznyAdUVK9YQHQ,,,,,38.8789,-99.3392,anonymous,EN,1,2,2,0,0,19.914,0,0,0,11.639,0,94,8,0,8,35,44,61,,,,,,,,,,,,,,,,65,1,1,28,86,67,34,100,50,100,80,50,84,14,69,80,100,0,49,21,2,,28,5,,FL_39,Q116|vA_sue_AV|defective_AV|negligence_AV|vB_sue_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_7|punish_9|punish_8|punish_1|punish_5|punish_12|punish_14|punish_15|punish_4|punish_11|punish_10|punish_3|punish_2|punish_6|punish_13
2022-05-23 12:16:36,2022-05-23 12:22:05,0,96.59.12.182,100,329,1,2022-05-23 12:22:08,R_WoJVEezuzfKNLvb,,,,,28.2402,-82.7,anonymous,EN,1,2,2,0,0,33.722,0,0,0,13.259,0,100,0,0,0,0,0,100,,,,,,,,,,,,,,,,15,1,1,0,0,0,0,50,20,100,10,85,0,5,0,0,100,2,3,0,2,,58,3,,FL_39,Q116|vA_sue_AV|defective_AV|negligence_AV|vB_sue_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_14|punish_10|punish_9|punish_12|punish_5|punish_4|punish_6|punish_2|punish_13|punish_15|punish_1|punish_3|punish_11|punish_8|punish_7
2022-05-23 12:17:00,2022-05-23 12:22:16,0,71.94.113.42,100,316,1,2022-05-23 12:22:17,R_3QDwHR2ZMv3Yyxw,,,,,42.417,-88.9995,anonymous,EN,1,2,2,0,0,27.806,0,0,0,15.998,0,100,0,0,0,0,0,85,,,,,,,,,,,,,,,,100,1,1,5,68,13,0,100,100,100,59,9,50,50,0,100,58,0,50,0,2,,29,5,,FL_39,Q116|vA_sue_AV|negligence_AV|vB_sue_AV|defective_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_4|punish_1|punish_15|punish_5|punish_14|punish_10|punish_2|punish_12|punish_13|punish_7|punish_3|punish_9|punish_6|punish_8|punish_11
2022-05-23 12:17:24,2022-05-23 12:22:38,0,208.218.229.17,100,313,1,2022-05-23 12:22:38,R_2wbDm3KI2X7Kzx5,,,,,40.7653,-73.9589,anonymous,EN,1,2,2,0,0,25.366,0,0,0,24.206,0,36,72,72,74,70,71,69,,,,,,,,,,,,,,,,66,1,1,61,46,69,66,57,58,42,46,64,55,43,58,61,70,46,78,45,1,,41,4,,FL_39,Q116|defective_AV|negligence_AV|vB_sue_AV|vA_sue_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_3|punish_5|punish_4|punish_14|punish_11|punish_1|punish_9|punish_8|punish_6|punish_7|punish_12|punish_10|punish_2|punish_13|punish_15
2022-05-23 12:16:35,2022-05-23 12:22:58,0,173.26.29.173,100,383,1,2022-05-23 12:22:58,R_4MjWnyZdxjL0t7b,,,,,43.1496,-93.1947,anonymous,EN,1,2,2,2.67,2.67,31.815,1,0,0,12.8,0,80,13,40,40,56,43,59,,,,,,,,,,,,,,,,57,1,1,24,41,30,28,62,43,73,36,40,38,57,17,40,70,55,56,36,1,,33,4,,FL_39,Q116|vA_sue_AV|vB_sue_AV|defective_AV|negligence_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_5|punish_6|punish_13|punish_14|punish_9|punish_10|punish_8|punish_2|punish_4|punish_3|punish_1|punish_12|punish_7|punish_11|punish_15
2022-05-23 12:17:45,2022-05-23 12:23:11,0,136.34.37.248,100,325,1,2022-05-23 12:23:11,R_24hOKyKNsN8ZkXB,,,,,39.1036,-94.535,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,3.912,3.912,25.406,1,18.504,18.504,19.66,1,75,9,20,31,0,20,41,20,1,1,50,50,100,100,100,100,100,100,75,50,100,76,100,75,20,19,0,1,,30,1,,FL_40,,,Q90|defective|vB_sue|negligence|vA_sue,Q71|capability|counterfactual|fault,Q117|punish_4|punish_12|punish_8|punish_14|punish_10|punish_2|punish_6|punish_13|punish_11|punish_5|punish_15|punish_1|punish_9|punish_3|punish_7
2022-05-23 12:16:08,2022-05-23 12:23:18,0,68.226.204.251,100,429,1,2022-05-23 12:23:18,R_1P27X3Gu5Kzkrjd,,,,,30.209,-92.0607,anonymous,EN,1,2,2,5.004,5.004,49.501,1,0,0,13.23,0,100,0,50,0,0,0,50,,,,,,,,,,,,,,,,100,1,1,71,75,0,50,100,50,0,100,0,0,0,50,100,0,0,0,0,1,,29,3,,FL_39,Q116|vB_sue_AV|vA_sue_AV|defective_AV|negligence_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_14|punish_10|punish_13|punish_8|punish_6|punish_5|punish_4|punish_12|punish_3|punish_2|punish_11|punish_7|punish_1|punish_9|punish_15
2022-05-23 12:18:14,2022-05-23 12:23:19,0,108.68.89.56,100,304,1,2022-05-23 12:23:20,R_Y3oaBby6Il0MjKN,,,,,35.1796,-80.8459,anonymous,EN,1,2,2,0,0,19.066,0,0,0,30.712,0,100,0,0,0,20,69,100,,,,,,,,,,,,,,,,86,1,1,0,6,0,0,83,16,0,0,0,0,23,0,78,0,0,31,4,2,,37,1,,FL_39,Q116|vA_sue_AV|defective_AV|vB_sue_AV|negligence_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_6|punish_1|punish_11|punish_13|punish_14|punish_8|punish_2|punish_10|punish_15|punish_3|punish_5|punish_12|punish_7|punish_9|punish_4
2022-05-23 12:16:48,2022-05-23 12:23:31,0,151.165.212.92,100,402,1,2022-05-23 12:23:31,R_2uyALg2lMtbcScy,,,,,32.8685,-97.2863,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,29.049,0,0,0,12.662,0,100,20,0,0,8,0,20,60,,1,40,45,100,85,100,100,75,90,70,30,45,100,20,55,27,0,0,1,,38,4,,FL_40,,,Q90|vA_sue|vB_sue|defective|negligence,Q71|counterfactual|fault|capability,Q117|punish_9|punish_13|punish_11|punish_14|punish_2|punish_15|punish_7|punish_6|punish_1|punish_4|punish_5|punish_10|punish_3|punish_12|punish_8
2022-05-23 12:17:37,2022-05-23 12:23:45,0,74.75.106.69,100,368,1,2022-05-23 12:23:45,R_OILEWPSuyM4CCCB,,,,,44.3233,-69.7687,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,27.599,0,0,0,12.715,0,90,25,15,0,5,5,80,85,,1,61,85,40,80,95,20,98,60,56,65,75,75,20,90,15,0,0,1,,53,4,,FL_40,,,Q90|vB_sue|negligence|defective|vA_sue,Q71|counterfactual|capability|fault,Q117|punish_10|punish_9|punish_13|punish_7|punish_6|punish_11|punish_5|punish_15|punish_8|punish_3|punish_4|punish_1|punish_12|punish_14|punish_2
2022-05-23 12:17:03,2022-05-23 12:23:51,0,172.56.23.149,100,407,1,2022-05-23 12:23:51,R_RQCuk8OMjgUVRKh,,,,,41.3091,-72.8701,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,13.4,13.923,18.774,2,0,0,43.148,0,67,67,32,64,63,73,70,100,1,2,64,71,62,0,86,64,100,62,69,32,35,31,67,37,65,16,9,1,,33,4,,FL_40,,,Q90|negligence|vA_sue|vB_sue|defective,Q71|capability|fault|counterfactual,Q117|punish_3|punish_10|punish_11|punish_13|punish_1|punish_6|punish_12|punish_14|punish_8|punish_2|punish_15|punish_4|punish_7|punish_5|punish_9
2022-05-23 12:16:43,2022-05-23 12:23:56,0,70.177.92.249,100,432,1,2022-05-23 12:23:56,R_3J3gY4w2BUSA4UI,,,,,36.0293,-95.9343,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,30.451,0,0,0,12.946,0,100,0,0,0,0,5,100,65,,1,40,100,74,0,100,50,100,50,50,40,100,5,10,100,30,20,20,1,,70,3,,FL_40,,,Q90|defective|vA_sue|negligence|vB_sue,Q71|fault|counterfactual|capability,Q117|punish_9|punish_14|punish_8|punish_12|punish_4|punish_6|punish_5|punish_15|punish_7|punish_10|punish_1|punish_2|punish_13|punish_3|punish_11
2022-05-23 12:16:40,2022-05-23 12:24:00,0,159.180.141.2,100,439,1,2022-05-23 12:24:00,R_9uVgEVTtK7ZAru1,,,,,42.2831,-71.7237,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,22.353,0,0,0,12.375,0,100,0,50,0,60,18,91,80,,1,91,90,50,81,100,100,100,100,40,20,60,100,70,70,39,0,61,2,,39,4,,FL_40,,,Q90|negligence|vA_sue|defective|vB_sue,Q71|fault|counterfactual|capability,Q117|punish_2|punish_7|punish_5|punish_9|punish_3|punish_1|punish_11|punish_6|punish_10|punish_8|punish_13|punish_14|punish_4|punish_15|punish_12
2022-05-23 12:17:47,2022-05-23 12:24:22,0,50.88.249.222,100,394,1,2022-05-23 12:24:22,R_3h4oD71L8wzy8Il,,,,,29.0422,-81.2863,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,29.991,0,0,0,12.776,0,100,0,0,0,0,0,90,100,,2,100,40,80,100,100,70,100,80,80,10,100,90,100,100,90,70,30,1,,53,3,,FL_40,,,Q90|vA_sue|negligence|vB_sue|defective,Q71|fault|capability|counterfactual,Q117|punish_11|punish_8|punish_2|punish_3|punish_14|punish_10|punish_9|punish_15|punish_6|punish_4|punish_1|punish_5|punish_13|punish_12|punish_7
2022-05-23 12:17:04,2022-05-23 12:24:24,0,97.95.68.95,100,440,1,2022-05-23 12:24:24,R_274lEnxtLzaVZN4,,,,,45.7659,-87.089,anonymous,EN,1,2,2,1.804,10.917,37.488,3,0,0,12.286,0,100,30,20,15,60,50,0,,,,,,,,,,,,,,,,100,1,1,75,20,0,0,100,0,100,0,0,0,0,75,85,0,0,65,0,1,,37,4,,FL_39,Q116|vA_sue_AV|defective_AV|negligence_AV|vB_sue_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,,Q117|punish_13|punish_1|punish_4|punish_9|punish_14|punish_3|punish_15|punish_10|punish_5|punish_8|punish_6|punish_2|punish_12|punish_11|punish_7
2022-05-23 12:20:52,2022-05-23 12:25:23,0,108.235.207.185,100,270,1,2022-05-23 12:25:23,R_1qURZ6qBr3PcISy,,,,,35.2416,-81.2181,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,3.753,3.753,12.172,1,0,0,11.292,0,49,100,49,0,100,77,100,94,,1,0,73,50,100,100,51,100,100,52,51,83,77,0,100,0,0,0,1,,30,3,,FL_40,,,Q90|negligence|vB_sue|vA_sue|defective,Q71|fault|capability|counterfactual,Q117|punish_6|punish_4|punish_1|punish_8|punish_12|punish_11|punish_10|punish_2|punish_13|punish_5|punish_3|punish_7|punish_15|punish_9|punish_14
2022-05-23 12:16:48,2022-05-23 12:25:45,0,75.84.235.25,100,536,1,2022-05-23 12:25:45,R_1pEBOiYzs07iCRa,,,,,33.9339,-117.8854,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,15.355,0,0,0,14.516,0,100,68,0,0,18,9,32,53,1,1,64,71,78,84,98,92,58,63,19,62,78,66,33,65,56,75,75,2,,40,2,,FL_40,,,Q90|negligence|defective|vB_sue|vA_sue,Q71|counterfactual|capability|fault,Q117|punish_14|punish_5|punish_13|punish_7|punish_10|punish_11|punish_2|punish_6|punish_3|punish_8|punish_9|punish_12|punish_4|punish_1|punish_15
2022-05-23 12:15:39,2022-05-23 12:25:49,0,75.32.211.150,100,609,1,2022-05-23 12:25:49,R_3gMlfTOwMFGV98S,,,,,33.1909,-96.6198,anonymous,EN,1,2,2,0,0,36.58,0,0,0,15.836,0,57,62,66,7,94,87,99,,,,,,,,,,,,,,,,81,1,1,75,64,58,100,96,36,100,79,50,97,64,75,92,98,91,11,0,1,,40,4,,FL_39,Q116|vA_sue_AV|negligence_AV|vB_sue_AV|defective_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,,Q117|punish_6|punish_15|punish_13|punish_1|punish_7|punish_2|punish_9|punish_14|punish_11|punish_4|punish_3|punish_12|punish_5|punish_8|punish_10
2022-05-23 12:21:12,2022-05-23 12:25:54,0,73.247.43.78,100,282,1,2022-05-23 12:25:55,R_2Vfgk5A8F1KNmRq,,,,,42.3667,-88.0925,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,1.517,14.882,19.967,4,2.304,15.272,16.005,3,90,5,0,0,11,24,74,90,,1,40,53,17,10,58,30,85,41,21,38,40,32,29,67,38,20,8,1,,35,4,,FL_40,,,Q90|vA_sue|negligence|vB_sue|defective,Q71|capability|counterfactual|fault,Q117|punish_9|punish_4|punish_5|punish_2|punish_12|punish_13|punish_10|punish_15|punish_14|punish_8|punish_11|punish_3|punish_1|punish_6|punish_7
2022-05-23 12:19:36,2022-05-23 12:26:21,0,173.172.83.15,100,405,1,2022-05-23 12:26:22,R_32SiFO3bgGYDwvn,,,,,39.0537,-94.5906,anonymous,EN,1,2,2,0,0,28.481,0,0,0,16.535,0,100,0,9,0,30,19,20,,,,,,,,,,,,,,,,62,1,1,8,72,71,19,93,30,83,61,0,0,21,0,72,82,9,19,0,1,,49,1,,FL_39,Q116|defective_AV|vB_sue_AV|negligence_AV|vA_sue_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_6|punish_14|punish_4|punish_10|punish_1|punish_7|punish_9|punish_3|punish_8|punish_13|punish_5|punish_15|punish_12|punish_11|punish_2
2022-05-23 12:17:31,2022-05-23 12:26:27,0,45.18.200.170,100,536,1,2022-05-23 12:26:27,R_26alkVjxBWPB5I8,,,,,38.3048,-85.5865,anonymous,EN,1,2,2,0,0,39.21,0,0,0,21.032,0,100,61,82,81,33,100,97,,,,,,,,,,,,,,,,100,1,1,100,39,20,82,77,13,100,30,40,29,100,90,100,100,81,75,40,2,,63,4,,FL_39,Q116|vB_sue_AV|vA_sue_AV|defective_AV|negligence_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,,Q117|punish_15|punish_13|punish_14|punish_7|punish_4|punish_9|punish_1|punish_8|punish_12|punish_6|punish_2|punish_11|punish_5|punish_10|punish_3
2022-05-23 12:17:24,2022-05-23 12:26:41,0,192.24.236.41,100,556,1,2022-05-23 12:26:41,R_TpIYVFehH600cbD,,,,,39.0788,-84.7024,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,11.205,73.306,74.437,3,18.834,18.834,20.191,1,100,7,0,0,0,0,10,79,,1,8,0,0,70,83,9,75,90,15,0,30,29,67,80,60,70,75,2,,24,3,,FL_40,,,Q90|negligence|vB_sue|vA_sue|defective,Q71|fault|capability|counterfactual,Q117|punish_8|punish_13|punish_9|punish_2|punish_4|punish_10|punish_11|punish_15|punish_6|punish_12|punish_3|punish_14|punish_7|punish_5|punish_1
2022-05-23 12:16:20,2022-05-23 12:26:57,0,24.101.181.121,100,636,1,2022-05-23 12:26:57,R_AcgDXUUQTtnQohj,,,,,40.6124,-80.064,anonymous,EN,1,2,2,5.436,58.136,60.329,3,4.144,16.424,22.302,2,100,0,0,0,0,0,10,,,,,,,,,,,,,,,,60,1,1,40,90,100,10,100,100,100,85,80,100,100,80,75,100,75,0,0,1,,37,4,,FL_39,Q116|negligence_AV|defective_AV|vA_sue_AV|vB_sue_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_8|punish_9|punish_4|punish_2|punish_1|punish_13|punish_11|punish_7|punish_10|punish_6|punish_5|punish_3|punish_14|punish_15|punish_12
2022-05-23 12:18:30,2022-05-23 12:28:09,0,104.51.55.71,100,578,1,2022-05-23 12:28:09,R_3rVvlvC36ZBNXBg,,,,,37.7558,-121.9527,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,12.183,0,0,0,11.817,0,75,63,75,83,72,32,79,83,,1,27,30,19,73,32,34,78,28,22,30,65,25,70,74,22,3,1,1,,28,4,,FL_40,,,Q90|vA_sue|defective|negligence|vB_sue,Q71|counterfactual|fault|capability,Q117|punish_9|punish_1|punish_13|punish_15|punish_7|punish_5|punish_4|punish_3|punish_14|punish_11|punish_10|punish_6|punish_2|punish_8|punish_12
2022-05-23 12:23:55,2022-05-23 12:28:18,0,98.53.31.163,100,262,1,2022-05-23 12:28:18,R_1OCuaV6YIpP9lGB,,,,,25.8696,-80.3073,anonymous,EN,1,2,2,0,0,15.343,0,0,0,10.974,0,100,0,0,0,6,0,50,,,,,,,,,,,,,,,,50,1,1,16,53,44,44,93,26,58,50,16,43,61,46,58,60,86,21,2,1,,40,6,,FL_39,Q116|vA_sue_AV|defective_AV|vB_sue_AV|negligence_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,,Q117|punish_15|punish_14|punish_11|punish_13|punish_1|punish_8|punish_10|punish_2|punish_6|punish_12|punish_9|punish_4|punish_5|punish_7|punish_3
2022-05-23 12:19:45,2022-05-23 12:28:31,0,172.109.165.66,100,525,1,2022-05-23 12:28:31,R_2D0K8JoGV30X0xc,,,,,27.9786,-82.7015,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,9.722,9.722,48.522,1,22.43,46.511,48.191,5,86,23,18,17,28,48,50,73,,1,77,76,79,65,88,64,87,83,85,73,59,65,84,73,32,30,14,2,,46,4,,FL_40,,,Q90|vB_sue|defective|vA_sue|negligence,Q71|fault|capability|counterfactual,Q117|punish_6|punish_8|punish_14|punish_12|punish_11|punish_3|punish_5|punish_1|punish_7|punish_15|punish_4|punish_13|punish_9|punish_2|punish_10
2022-05-23 12:22:19,2022-05-23 12:28:32,0,107.77.197.64,100,372,1,2022-05-23 12:28:32,R_1oF6UXpg8wgL4YA,,,,,32.7797,-96.8022,anonymous,EN,1,2,2,0,0,28.791,0,0,0,18.52,0,0,0,0,0,12,0,100,,,,,,,,,,,,,,,,100,1,1,85,87,100,30,100,90,100,86,20,100,80,20,10,100,12,45,40,1,,40,4,,FL_39,Q116|defective_AV|vA_sue_AV|vB_sue_AV|negligence_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,,Q117|punish_2|punish_5|punish_3|punish_1|punish_4|punish_10|punish_13|punish_6|punish_12|punish_9|punish_15|punish_8|punish_7|punish_11|punish_14
